Ryhmä;Suomenkielinen nimi;Tieteellinen nimi;Kuvaus;Koko;Kasvupaikka;Kemia;Levinneisyys;Mikrosienet;Muuta;Löydettyjä isäntäkasveja;Isäntäkasvin muita piensieniä;Löytöpaikoista Luopioisissa;Maastotuntomerkit;Vertaa seuraaviin;Kirjallisuus;Kuva 1;Kuva 2;Kuva 3;Kuva 4;Kuva 5;Kuva 6;Kuva 7;Kuva 8;Kuva 9;Kuva 10
Jäkälät;Verikorpijäkälä;Mycoblastus sanguinarius;Verikorpijäkälä kuuluu korpijäkälien (Mycoblastaceae) heimoon ja suvusta on Suomessa tavattu 4 lajia. Jäkälän sekovarsi on rupimainen, vaaleanharmaa, paksu ja ryynimäinen. Kotelomaljat yleisiä, kuperia, mustia, sisältä kirkkaanpunaisia. Jäkälä on yleensä soreidioton.;Kasvusto voi olla useita senttimetrejä laaja. Kotelomaljat < 2 mm leveitä.;Vanhoilla lehtipuilla, keloilla, varjoisilla kallioilla, lehtijäkälien päällä.;K+ keltainen, PD-;Yleinen koko Suomessa, pohjoisessa tavallisempi.;;Vanhojen, kosteiden metsien laji.;;;Verikorpijäkälä   on  harvinainen Luopioisissa. Jäkälä on helposti huomattavavissa, mutta sen voi helposti sekoittaa  moniin muihin samannäköisiin lajeihin, joita  kasvaa samanlaisilla paikoilla. Kotelomaljan punainen sisus on silloin hyvä tuntomerkki. Missään löydetyssä paikassa se ei ole ollut kovin runsas, mutta on varmaan jäänyt useasti huomaamattakin. Kuvat 1 ja 2 on otettu lahokannon kyljestä Kuhmoisten Kotakoskella syksyllä 2012. Kuvat 3 ja 4 on Laukaan Lankamaalta tervalepän kaarnan päältä.;;haavannystyjäkälä lepännyppyjäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/mycoblastus_sanguinarius1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/mycoblastus_sanguinarius2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/mycoblastus_sanguinarius3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/mycoblastus_sanguinarius4.jpg;;;;;;
Jäkälät;Viherkultajäkälä;Caloplaca flavovirescens;Viherkultajäkälä kuuluu keltajäkälien (Teloschistaceae) heimoon ja suvusta on Suomessa tavattu noin 50 lajia. Jäkälä on rupimainen, tiukasti alustaansa kiinnittynyt ja muodostaa laajoja kasvustoja kivipinnalle. Kotelomaljat yleisiä, punaruskeita.;Rupimainen, muodostaa laajoja (5 - 20 cm) laikkumaisia kasvustoja.;Kalkkivaikutteisilla tai emäksisillä liuskekallioilla.;?;Harvakseltaan koko maassa, pohjoispainotteinen.;;Kalkinsuosija.   Laji on alueellisesti uhanalainen (RT) lähes koko maassa.;;;Viherkultajäkälä   on hyvin harvinainen Luopioisissa. Jäkälä on helposti huomattava, mutta vaikeasti tunnistettava. Sitä on tavattu alueelta vain kerran, Padankosken Kyläjärven Kuparikalliolta, jossa sitä kasvaa pystysuoralla kalliopinnalla (gabro) melko runsaasti. Kuvat on otettu Kyläjärven esiintymästä kesällä 2011.;;seinäkeltajäkälä muurikultajäkälä;;;;;;;;;;;
Jäkälät;Viherkuprujäkälä;Scoliciosporum chlorococcum;Viherkupruijäkälän heimoa ei ole vielä päätetty. Suvusta on maassamme tavattu 5 huonosti tunnettua lajia, jotka  on vaikea erottaa toisistaan. Jäkälä on rupimainen, tummanvihreä, ohut ja muistuttaa levää. Kotelomaljat pallomaisia, yleensä  mustia, osittain sekovarteen vajonneita.;levämäistä kasvustoa, joka voi olla laajaa, kotelomaljat < 0,5 mm leveitä.;Puupinnalla, oksilla, laudoilla, kaupunkipuiden rungoilla, joskus kivillä.;K-, PD-;Hyvin yleinen lähes koko maassa, puuttuu tuntureilta.;;Sekoittuu helposti kotelottomana viherleviin.;;;Viherkuprujäkälä   on melko yleinen Luopioisissa. Jäkälää on tavattu vihreinä peitteinä puiden rungoilta ja risuilta, mutta siihen on kiinnitetty liian vähän huomiota. Useat havainnot saattavat olla levähavaintoja. Kuvan lajista on näyte, mutta sitä ei ole varmistettu. Jäkälää tulee tarkkailla. Kuvat on otettu  Padankosken Salimäestä.;;Vertaa seuraaviin;;;;;;;;;;;
Jäkälät;Vihernuppijäkälä;Calicium viride;Vihernuppijäkälä kuuluu laakajäkälien (Physciaceae) heimoon ja suvusta on Suomessa tavattu 13 vaikeasti erotettavaa lajia. Jäkälän sekovarsi on rupimainen, huomaamaton, kellanvihreä. Kotelomaljat yleisiä, neulamaisia, 1 - 2 mm korkeita, nuppi linssimäinen, jalka usein härmeinen.;Hyvin pieni, ohut kerros puun pinnalla.;Kangasmetsissä kuusen kaarnalla, myös asutuksen piirissä puilla ja puurakenteilla.;K-, PD-;Melko yleinen koko maassa, Pohjois-Lapissa harvinaisempi.;;Kestää ilmansaasteita hyvin.;;;Kasvin löytöpaikoista Luopioisissa Vihernuppijäkälä  kuuluu rupijäkäliin ja se löydetty Luopioisista. Nuppijäkälät on vaikea erottaa toisistaan. Vihernuppijäkälä lienee niistä runsain ja yleisin. Olen nähnyt muitakin vastaavanlaisia mutta en ole niitä määrittänyt enkä kuvannut. Kuvan laji voi olla joku muukin nuppijäkälä. Kuva on otettu Padankosken Salimäestä vanhan hirsirakenteen pinnalta.;;On Ruskoneulajkl!;;;;;;;;;;;
Jäkälät;Vihersukkulajäkälä;Scoliciosporum chlorococcum;Viherkupruijäkälän heimoa ei ole vielä päätetty. Suvusta on maassamme tavattu 5 huonosti tunnettua lajia, jotka  on vaikea erottaa toisistaan. Jäkälä on rupimainen, tummanvihreä, ohut ja muistuttaa levää. Kotelomaljat pallomaisia, yleensä  mustia, osittain sekovarteen vajonneita.;levämäistä kasvustoa, joka voi olla laajaa, kotelomaljat < 0,5 mm leveitä.;Puupinnalla, oksilla, laudoilla, kaupunkipuiden rungoilla, joskus kivillä.;K-, PD-;Hyvin yleinen lähes koko maassa, puuttuu tuntureilta.;;Sekoittuu helposti kotelottomana viherleviin.;;;Viherkuprujäkälä   on melko yleinen Luopioisissa. Jäkälää on tavattu vihreinä peitteinä puiden rungoilta ja risuilta, mutta siihen on kiinnitetty liian vähän huomiota. Useat havainnot saattavat olla levähavaintoja. Kuvan lajista on näyte, mutta sitä ei ole varmistettu. Jäkälää tulee tarkkailla. Kuvat on otettu  Padankosken Salimäestä.;;Vertaa seuraaviin;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/scoliciosporum_chlorococcum1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/scoliciosporum_chlorococcum2.jpg;;;;;;;;
Jäkälät;Vihertulijäkälä;Gyalolechia flavovirescens;Vihertulijäkälä kuuluu keltajäkälien (Teloschistaceae) heimoon ja suvusta on Suomessa tavattu kolme  lajia. Jäkälä on rupimainen, tiukasti alustaansa kiinnittynyt ja muodostaa laajoja kasvustoja kivipinnalle. Sekovarsi keltainen. Kotelomaljat yleisiä, litteitä, punaruskeita.;Rupimainen, muodostaa laajoja  laikkumaisia kasvustoja.;Kalkkivaikutteisilla tai emäksisillä liuskekallioilla, harvinaisena muureilla ja rakenteilla.;?;Harvakseltaan koko maassa, pohjoispainotteinen.;;Kalkinsuosija.   Laji on alueellisesti uhanalainen (RT) lähes koko maassa. Kuului aiemmin laajaan kultajäkälien (Caloplaca) sukuun.;;;Vihertulijäkälä   on hyvin harvinainen Luopioisissa. Jäkälä on helposti huomattava, mutta vaikeasti tunnistettava. Sitä on tavattu alueelta vain kerran, Padankosken Kyläjärven Kuparikalliolta, jossa sitä kasvaa pystysuoralla kalliopinnalla (gabro) melko runsaasti. Kuvat on otettu Kyläjärven esiintymästä kesällä 2011.;;seinäkeltajäkälä muurikultajäkälä jauhekultajäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/caloplaca_flavovitescens1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/caloplaca_flavovitescens2.jpg;;;;;;;;
Piensienet;Ailakintuhkio;Microbotryum lychnidis-dioicae;Ailakintuhkio kuuluu kantasienten kaareen, nokisieniin. Sukuun kuuluu  yli 90 lajia, jotka loisivat hyvinkin erilaisilla kasveilla. Ailakintuhkio esiintyy kasvin kukissa, heteissä, jotka värjäytyvät itiöiden vaikutuksesta mustiksi. Heteet pullistuvat pölyävän itiömassan vaikutuksesta.;;;;Sientä on tavattu paikoitellen Etelä-Suomesta.;;Laji on mahdollisesti eri kuin valko-ailakilla esiintyvä, jolloin sen tieteellinen nimi olisi Microbotrym silenes-dioicae.; Puna-ailakki Silene dioica XXX Mahd. hävinnyt Valkoailakki Silene latifolia;;Ailakintuhkio on hyvin harvinainen piensieni Luopioisissa. Puna-ailakki on yleinen piennar- ja lehtokasvi. Se kasvaa yleisenä myös joutomailla. Tuhkiosta on yksi muistinvarainen havainto Luopioisista. Olen vuosittain käynyt läpi  ailakkikasvustoja, mutta en ole sientä uudelleen tavannut. Saattaa olla, ettei se enää esiinny Luopioisten alueella. Kuvat on otettu Porin Enäjärveltä Teemuluodon luontopolun varresta kesällä 2020. Isäntäkasvien muita piensieniä Puna-ailakilta  on  löydetty lisäksi seuraavat piensienet: Tähtimönruoste (Puccinia arenarie) Kohokinruoste (Puccinia behenis);;;;https://luokasvit.s3-eu-west-1.amazonaws.com/1sienet/microbotryum_lychnidis-dioicae1.jpg;https://luokasvit.s3-eu-west-1.amazonaws.com/1sienet/microbotryum_lychnidis-dioicae2.jpg;;;;;;;;
Piensienet;Aitovirnanlehtihome;Peronospora viciae;Aitovirnanlehtihome kuului aikaisemmin sienten kuntaan, mutta on uudempien 1990-luvun tutkimusten mukaan liitetty osaksi ruskeita leviä (Heterokontophyta). Sukuun kuuluu parikymmentä lajia, joita aiemmin kutsuttiin leväsieniksi. Aitovirnanlehtihome muodostaa lehtien alapinnalle  ruskehtavaa, harmahtavaa tai punertavaa hometta. Samalla kohtaa lehtien yläpinnalla tapahtuu värimuutoksia. Lehden pinta muuttuu ruskehtavankellertäväksi. Lopulta lehti kuihtuu.;;;;Lehtihome on melko yleinen.;;;Luopioinen Aitovirna Vicia sepium XXX Melko yleinen;;Aitovirnanlehtihome on melko yleinen  Luopioisissa. Isäntäkasvia tavataan yleisenä alueelta. Aitovirnanlehtihometta olen tavannut aitovirnalta muutaman kerran asutuksen läheltä pientareilta ja metsänreunoista. Homekasvustot ovat olleet  runsaita. Kuvat on otettu Padankoskelta. Isäntäkasvien muita piensieniä Aitovirnalta on  löydetty lisäksi: virnanruskoruoste (Uromyces vicia-fabae), joka on yleinen;;;;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/peronospora_viciae1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/peronospora_viciae2.jpg;;;;;;;;
Piensienet;Akileijanhärmä;Erysiphe aquilegiae var. aquilegiae;Akileijanhärmä kuuluu kotelosienten kaareen ja härmäsieneten luokkaan. Suvussa on useita satoja erilaisia piensieniä, jotka loisivat putkilokasveilla ja voidaan määrittää yleensä isäntäkasvin mukaan. Akileijanhärmä muodostaa vaaleita laikukkaita peitteitä kasvin lehdille, varsille ja lehtiruodeille. Härmä voi olla vanhemmiten likaisen valkea jopa huopamaista. Härmää esiintyy usein jo alkukesästä ja myöhemmin kesällä siihen ilmestyy runsaasti pistemäisiä mustia kotelopusseja, jotka värjäävät lehden ja varsinkin varren tummaksi.;;;;Akileijanhärmää tavataan melko yleisenä pohjoisinta Lappia lukuunottamatta koko maasta.;;Härmää esiintyy myös jalostetuissa akileijoissa. Mustakonnanmarjalla härmä on hyvin harvinainen ja se on tavattu vain eteläisimmästä Suomesta. Lähes kosmopoliitti.;Luopioinen Lehtoakileija Aquilegia vulgaris XXX Yleinen Rantarentukka Caltha palustris XXX Harvinainen Mustakonnanmarja Actaea spicata;;Akileijanhärmä on yleinen sieni Luopioisissa siellä missä on akileijakasvustoja. Varsinkin talojen läheisyydessä koristeistutuksista levinneistä kasvustoista löytyy loppukesästä runsaasti härmää. Rentukkakasvustoista härmää löytyy huomattavasti harvemmin. Lehtoakileija on Etelä-Suomessa harvinainen lehtojen kasvi, mutta kauniin kukkansa vuoksi luonnonkasvustoja on siirretty talojen pihaan jo kauan sitten. Näistä istutuksista kasvi on levinnyt takaisin luontoon talojen läheisyyteen ja on monin paikoin yleinen ja runsas. Rentukka on yleinen kosteikkokasvi. Akileijanhärmä on akileijakasvustoissa joinakin kesinä hyvin yleinen ja runsas. Luonnonkasveja Luopioisissa ei varmuudella ole, joten härmän esiintymisestä luonnonkasveissa ei ole tietoa. Rentukalta härmää on tavattu vain muutaman kerran, mutta se jää helposti huomaamatta, kun rentukkakasvustot peittyvät loppukesästä muun kasvillisuuden alle. Kuvat on otettu Padankosken Salimäestä, jossa sekä kasvi että sieni ovat yleisiä ja runsaita. Isäntäkasvien muita piensieniä Lehtoakileijalta on löydetty lisäksi akileijan-röllinruoste (Puccinia agrostidis), joka on hyvin tavallinen laji Etelä- ja Keski-Suomessa. Tämän sienen väli-isäntänä toimii nurmirölli (Agrostis capillaris). Rentukalta tavataan parikin ruostetta: rentukanpikkuruoste (Puccinia calthae) sekä rentukanisoruoste (Puccinia calthaecola). Molemmat ovat melko yleisiä, mutta niiden esiintymisestä Luopioisissa ei ole tietoa.;;;;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/erysiphe_aquilegiae3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/erysiphe_aquilegiae4.jpg;;;;;;;;
Piensienet;Akileijan-röllinruoste;Puccinia agrostidis;Akileijan-röllinruoste kuuluu kantasienteen kaareen ja ruostesienten luokkaan. Sukuun kuuluu Suomessa n. 150 lajeja, jotka loisivat ruoho- ja heinäkasveilla. Maailmanlaajuisesti suvun sienilajeja on tuhansia. Akileijan-röllinruoste muodostaa akijeijan lehtiin suuria pyöreähköjä kuoppalaikkuja, jotka ovat väriltään kellanpunaisia. Kuopan kohdalla lehden alapinnalla on tiheässä kuppimaisia helmi-itiöpesäkkeitä. Itiöpöly on punakeltaista. Nurmiröllin (Agrostis capillaris) lehdissä ja korressa on loppukesällä punakeltaisia kesäitiöitä tai mustia talvi-itiöpesäkkeitä.;;;;Ruoste on lehtoakileijalla melko yleinen Etelä- ja Keski-Suomessa. Nurmirölliltä ruoste tavataan usein, mutta sen sekoittaa helposti muihin röllin ruosteisiin.;;Euraasia, Pohjois-Amerikka, Australia. Ruosteet voivat olla pahoja viljan tuholaisia.; Lehtoakileija Aquilegia vulgaris XXX Yleinen Nurmirölli Agrostis capillaris XXX Yleinen;;Akileijan-röllinruoste on yleinen piensieni akileijalla Luopioisissa. Sekä lehtoakileija että nurmirölli ovat Luopioisissa yleisiä. Akileijat leviävät helposti puutarhasta lähialueille. Luonnonkasvustoja ei ole varmuudella löydetty, joten ei ole tietoa, kuinka ruoste viihtyy niissä. Ruostetta en ole huomannut akileijakasvustoissa joka vuosi enkä ole  löytänyt sitä hyvinäkään vuosina kaikista kasvustoista. Toisaalta jotkin akileijat saattavat olla kokonaan ruosteen saastuttamia. Nurmirölliin ruoste tarttuu helposti, mutta aina ei ole varmuutta siitä mikä kolmesta yleisestä ruosteesta kulloinkin on kyseessä. Sieni pitäisi aina varmentaa mikroskoopilla sen itiöistä. Kaikki kuvat on otettu Padankosken Salimäestä. Isäntäkasvien muita piensieniä Lehtoakileijalta on löydetty lisäksi: akileijanhärmä (Erysiphe aquilegiae), joka on hyvin tavallinen laji Etelä- ja Keski-Suomessa. Nurmiröllillä esiintyy: paatsaman-heinänruoste (Puccinia coronata) ja happomarjan-heinänruoste (Puccinia graminis). Lisäksi Etelä-Suomesta on löydetty viirunoki (Ustilago striiiformis).;;;;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/puccinia_agrostidis1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/puccinia_agrostidis2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/puccinia_agrostidis3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/puccinia_agrostidis4.jpg;;;;;;
Piensienet;Ängelmän-vehniönruoste;Puccinia persistens;Ängelmän-vehniönruoste kuuluu kantasienteen kaareen ja ruostesienten luokkaan. Sukuun kuuluu Suomessa n. 150 lajeja, jotka loisivat ruoho- ja heinäkasveilla. Maailmanlaajuisesti suvun sienilajeja on tuhansia. Sienen ensivaihe eli helmi-itiövaihe esiintyy keltaängelmällä. Se muodostaa kuvan kaltaisia kopastoja lehtien pinnalla ja varsiin. Kasvi vääntyilee ja jää usein kitukasvuiseksi ja steriiliksi. Kesä- ja talvi-itiövaiheet löytyvät Elymus-lajeilta. Tällöin heinän lehdissä on pieniä keltaisia tai mustia pesäkkeitä. Tauti voidaan heinällä erottaa muista heinän ruosteista vain mikroskoopilla itiötuntomerkeistä.;;;;Ruoste on  yleinen.;;;Helmi-itiövaiheen (I-vaihe) isäntäkasvi on  Keltaängelmä Thalictrum flavum XXX Harvinainen II ja III-itiövaiheen  isäntinä toimivat  heinälajit: Niittyjuola (Elymus repens) Koiranvehniö (Elymus caninus) Ruostetta esiintyy heinissä yleisenä ja joskus hyvinkin runsaana. Eri viljaruosteiden esiintymistä heinillä Luopioisissa ei ole selvitetty.;;Ängelmän-vehniönruoste on  harvinainen piensieni Luopioisissa. Keltaängelmä on melko harvinainen kasvi, joten sientäkään ei ole useasti löydetty. Ruoste esiintyy yleensä  alkukesästä. Silloin voi nähdä sienen runsaastikin runtelemia versoja. Ruoste on hyvin helposti huomattavissa. Heinillä ruostetta esiintyy runsaimmin keskikesästä loppukesään ja se on usein hyvin runsas, mutta koska eri lajeja ei ole eroteltu toisistaan, juuri tämän ruosteen yleisyydestä ei ole tietoa. Taksonomisesti tämä on minulle vielä ongelmallinen sieni (vert. P. recognita). Kuvat on otettu Vesilahden Laukosta. Isäntäkasvien muita piensieniä Keltaängelmältä on tavattu seuraavanlaisia piensieniä: Ängelmänlaikkunoki (Entyloma thalictri) Ängelmännoki (Tuburcinia sorosporioides) Leinikinhärmä (Erysiphe aquilegiae var. ranunculi) Isäntäheinillä esiintyy useita ruosteita: happomarjan-heinänruoste (Puccinia graminis), akileijan-röllinruoste (Puccinia agrostidis), kastikanruoste (Puccinia pygmaea), paatsaman-heinänruoste (Puccinia coronata) ja viljanruoste (Puccinia striaeformis). Yleisenä esiintyy myös torajyvä (Claviceps purpurea) sekä yleinen heinänhärmä (Blumeria graminis) ja heinänmustasieni (Phyllachora graminis) Lisäksi isäntäheinillä esiintyy erilaisia nokia (Ustilago sp. ja Tuburcinia sp.).;;;;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/puccinia_persistens1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/puccinia_persistens2.jpg;;;;;;;;
Piensienet;Mesiangervonhaituhärmä;Podosphaera filipendulae;Mesiangervonhaituhärmä kuuluu kotelosienten kaareen ja härmäsienten luokkaan. Suvussa on yli sata muuta härmäsientä, monet ovat hyvin yleisiä. Sieni muodostaa mesiangervon lehdille, varsille ja kukintoihin valkoisia peitteitä. Rihmasto on hyvin näkyvää, aluksi vaaleaa mutta tummuu vähitellen ruskeaksi. Kotelorakot muodostavat likaisenruskeita läiskiä. Saattaa levitä koko kasvustoon. Sieni saa aikaan epämuodostumia ja vääntää kasvin lopulta kippuraan (kuva 2).;;;;Sieni on hyvin yleinen mesiangervolla koko maassa. Tavataan myös muilta Filipendula-lajeilta.;;; Mesiangervo Filipendula ulmaria XXX Yleinen;Mesiangervolla esiityy tämän piensienen lisäksi: mesiangervonruoste (Triphragmium ulmariae) mesiangervonhärmä (Golovinomyces ulmariae),, joka on lähes huomaamaton  ja harvinainen.;Mesiangervonhaituhärmä on   yleinen piensieni Luopioisissa. Mesiangervoa  tavataan yleisenä kasvina pellonojista, pientareilta joutomailta yleensä kosteilta paikoilta. Härmää olen tavannut runsaina kasvustoina lähes joka kesä. Yleensä se alkaa muutamasta lehdestä, mutta leviää kesän loppuun mennessä lähes koko kasvustoon ja tuhoaa sen lopulta. Syksyllä viottuneet kohdat mustuvat, kuivuvat ja surkastuvat. Kuvat on otettu Padankoskelta vanhan suopellon ojasta.;;;;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/podosphaera_spiraeae1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/podosphaera_spiraeae2.jpg;;;;;;;;
Piensienet;Apilanhärmä;Erysiphe trifoliorum;Apilanhärmä kuuluu kotelosienten kaareen ja härmäsienten luokkaan. Suvussa on useita satoja erilaisia piensieniä, jotka loisivat putkilokasveilla ja voidaan määrittää yleensä isäntäkasvin mukaan. Apilanhärmä esiintyy hernekasveilla lehdissä, lehtiruodeissa ja kasvin varsissa. Se ilmenee   valkeana, kuuramaisena tai laikukkaana rihmastona ja peitteenä. Mustia kotelorakkoja muodostuu vaalean peitteen keskelle vasta loppukesällä tai syksyllä, ei kuitenkaan kaikilla isäntäkasveilla. Härmä on myös hyvin vaihteleva isäntäkasvinsa suhteen. Sitä löytyy usealta eri kasvilta, mutta hyvin erilaisia määriä eikä suinkaan aivan joka vuosi.;;;;Levinneisyys: Härmä on hyvin yleinen varsinkin metsä- ja alsikeapilalla sekä valkomesikällä lähes koko maassa, pohjoisessa harvinaisempi.;;Muuta: Lähes kosmopoliitti.;;;Apilanhärmä on hyvin yleinen sieni Luopioisissa. Sitä on tavattu taulukon merkintöjen mukaan, mutta sienen runsaus vaihtelee suuresti. Isäntäkasveista apilat ja nätkelmät ovat yleisiä.. Mesikät taas ovat harvinaisia satunnaiskasveja hernepensaasta on tavattu pääasiassa toista yleisempää härmää (Erysiphe palczewskii)), tosin näitä kahta härmää ei ole tarkkailussa pystytty erottelemaan toisistaan. Härmää näyttää olevan eniten tienvieruskasvustoissa ja kuivilla paikoilla sekä myös asutuilla seuduilla. Metsien metsäapilakasvustot saattavat olla samaan aikaan aivan puhtaita, kun tienreunat ovat härmästä vaaleita. Rehupeltojen alsikeapilakasvustoissa on härmää paikoitellen runsaasti. Alsikeapilan lehdet on kuvattu Padankoskella. Isäntäkasvien muita piensieniä Hernekasveilta on löydetty härmän lisäksi useita muitakin piensieniä esim: Ruosteita virnanruoste, valkoapilanlehtiruoste, puna-apilanruoste, peltovirvilänruoste Lehtihomeita metsäapilanlehtihome, apilanpahkahome, maitteenlehtihome virnanlehtihome, aitovirnanlehtihome Laikkusieniä herneenlaikkusieni, apilannokitäpläsieni, pavunlaikkusieni, niittynätkelmänmustasieni Monet näistä ovat yleisiä ja niitä on löydetty myös Luopioisista. Yleisimmät isäntäkasvit Suomalainen nimi Latinalainen nimi Luopioinen Sienen yleisyys Puna-apila Trifolium pratense xx Harvinainen Sip.hernepensas Caragana arborescens ?? Valkomesikkä Melilotus albus xx Harvinainen Niittynätkelmä Lathyrus pratensis xx Yleinen Alsikeapila Trifolium hybridum xx Hyvin yleinen Metsäapila Trifolium medium xx Hyvin yleinen Valkoapila Trifolium repens xx Harvinainen Kevätlinnunherne Lathyrus vernus Rohtomesikkä Melilotus officinalis;;;;https://s3-eu-west-1.amazonaws.com/luokasvit/1sienet/erysiphe_trifolii2.jpg;https://luokasvit.s3-eu-west-1.amazonaws.com/1sienet/erysiphe_trifoliorum1.jpg;;;;;;;;
